Wall time,Step,Value
1720072029.783672,0,1.2114864587783813
1720072210.063116,1,1.0605076551437378
1720072376.194932,2,0.9510672688484192
1720072537.786986,3,0.8722330927848816
1720072698.690383,4,0.8158125877380371
1720072862.811164,5,0.7759681940078735
1720073027.22276,6,0.7479974031448364
1720073196.161484,7,0.7287111878395081
1720073361.317563,8,0.7156343460083008
1720073523.38692,9,0.7070389986038208
1720073683.923556,10,0.7013217806816101
1720073846.854304,11,0.6977540850639343
1720074006.747446,12,0.6955307722091675
